acc_x,acc_y,acc_z,timestamp
0.2693476974964142,0.41778820753097534,9.641449928283691,1611828877572
0.2849099934101105,0.41539400815963745,9.587580680847168,1611828877572
0.30286651849746704,0.42856210470199585,9.645041465759277,1611828877572
0.41539400815963745,0.4776432514190674,9.870096206665039,1611828877573
0.4800374507904053,0.5147533416748047,9.983820915222168,1611828877573
0.3663128614425659,0.4644751250743866,9.801861763000488,1611828877573
0.4189853072166443,0.4537012279033661,9.86650562286377,1611828877573
0.43694180250167847,0.4513070285320282,9.877279281616211,1611828877574
0.424970805644989,0.4692635238170624,9.822212219238281,1611828877574
0.48602294921875,0.4884171485900879,9.920374870300293,1611828877574
0.365115761756897,0.46567222476005554,9.731232643127441,1611828877574
0.3974374830722809,0.4668693244457245,9.81263542175293,1611828877575
0.4357447028160095,0.48243165016174316,9.856928825378418,1611828877575
0.35913026332855225,0.4405331015586853,9.75278091430664,1611828877575
0.4405331015586853,0.45848962664604187,9.872490882873535,1611828877575
0.40701428055763245,0.45489832758903503,9.818621635437012,1611828877576
0.4106055796146393,0.4572925269603729,9.770736694335938,1611828877576
0.31603461503982544,0.41539400815963745,9.600749015808105,1611828877576
0.43694180250167847,0.48722004890441895,9.890447616577148,1611828877577
0.48602294921875,0.5003881454467773,9.977835655212402,1611828877577
0.45848962664604187,0.4944026470184326,9.921571731567383,1611828877578
0.4129997789859772,0.48961424827575684,9.911994934082031,1611828877578
0.3663128614425659,0.45489832758903503,9.827000617980957,1611828877578
0.4692635238170624,0.48722004890441895,9.955090522766113,1611828877578
0.5123591423034668,0.5099649429321289,10.05923843383789,1611828877579
0.5650315880775452,0.524330198764801,10.168174743652344,1611828877580
0.5351040959358215,0.4944026470184326,9.99339771270752,1611828877580
0.47165772318840027,0.4812345504760742,9.90361499786377,1611828877580
0.5099649429321289,0.5015852451324463,9.971850395202637,1611828877581
0.49320554733276367,0.5039794445037842,9.987412452697754,1611828877581
0.5183446407318115,0.5207388401031494,10.085575103759766,1611828877582
0.4836287498474121,0.5015852451324463,10.002974510192871,1611828877582
0.5386953949928284,0.507570743560791,10.04846477508545,1611828877582
0.5518634915351868,0.5147533416748047,10.068815231323242,1611828877583
0.5315127968788147,0.5159504413604736,10.078392028808594,1611828877583
0.5183446407318115,0.507570743560791,10.053253173828125,1611828877583
0.4118026793003082,0.46327802538871765,9.849745750427246,1611828877583
0.31124621629714966,0.4273650050163269,9.730035781860352,1611828877584
0.3064578175544739,0.4297592043876648,9.68574333190918,1611828877584
0.3016694188117981,0.4141969084739685,9.591172218322754,1611828877595
0.4058171808719635,0.46567222476005554,9.838972091674805,1611828877607
0.39863458275794983,0.4644751250743866,9.84615421295166,1611828877617
0.4297592043876648,0.47165772318840027,9.943120002746582,1611828877627
0.35913026332855225,0.4465186297893524,9.816226959228516,1611828877638
0.31124621629714966,0.41539400815963745,9.708487510681152,1611828877647
0.4106055796146393,0.4692635238170624,9.87967300415039,1611828877657
0.5063736438751221,0.5147533416748047,10.074800491333008,1611828877667
0.37828385829925537,0.45848962664604187,9.771934509277344,1611828877677
0.365115761756897,0.4537012279033661,9.769539833068848,1611828877688
0.44412440061569214,0.4836287498474121,9.906009674072266,1611828877697
0.4141969084739685,0.46327802538871765,9.848548889160156,1611828877707
0.44771572947502136,0.47644615173339844,9.910798072814941,1611828877717
0.4381389021873474,0.47165772318840027,9.87967300415039,1611828877727
0.4106055796146393,0.4572925269603729,9.859322547912598,1611828877737
0.3315969407558441,0.4321534037590027,9.759963035583496,1611828877747
0.43095630407333374,0.4776432514190674,9.938331604003906,1611828877757
0.47884035110473633,0.5123591423034668,10.111910820007324,1611828877767
0.4381389021873474,0.48482584953308105,10.007762908935547,1611828877777
0.4010287821292877,0.4704606235027313,9.859322547912598,1611828877788
0.4129997789859772,0.4620809257030487,9.87967300415039,1611828877797
0.49559974670410156,0.48602294921875,10.014945983886719,1611828877807
0.5566518902778625,0.52552729845047,10.15021800994873,1611828877817
0.43095630407333374,0.4704606235027313,9.891644477844238,1611828877827
0.36152446269989014,0.4596867263317108,9.830592155456543,1611828877837
0.38905778527259827,0.46806642413139343,9.888052940368652,1611828877847
0.33997663855552673,0.43694180250167847,9.740809440612793,1611828877858
0.31124621629714966,0.4189853072166443,9.66539192199707,1611828877867
0.333991140127182,0.4345476031303406,9.734824180603027,1611828877878
0.31364041566848755,0.4297592043876648,9.692925453186035,1611828877889
0.4225766062736511,0.4572925269603729,9.86650562286377,1611828877898
0.4405331015586853,0.47884035110473633,9.928754806518555,1611828877908
0.4644751250743866,0.507570743560791,9.964667320251465,1611828877918
0.34835633635520935,0.4429273009300232,9.739612579345703,1611828877928
0.3519476354122162,0.45010992884635925,9.734824180603027,1611828877938
0.3411737382411957,0.4537012279033661,9.734824180603027,1611828877948
0.3531447649002075,0.45010992884635925,9.739612579345703,1611828877959
0.2944868206977844,0.4118026793003082,9.666589736938477,1611828877968
0.44771572947502136,0.4728548228740692,9.890447616577148,1611828877978
0.43694180250167847,0.4692635238170624,9.818621635437012,1611828877988
0.47884035110473633,0.49320554733276367,9.980229377746582,1611828877998
0.4034229815006256,0.46327802538871765,9.791088104248047,1611828878008
0.35913026332855225,0.46088382601737976,9.751583099365234,1611828878018
0.43095630407333374,0.49559974670410156,9.855731010437012,1611828878028
0.4728548228740692,0.4908113479614258,9.923966407775879,1611828878038
0.5099649429321289,0.5171475410461426,10.043676376342773,1611828878048
0.4082113802433014,0.45848962664604187,9.794678688049316,1611828878060
0.38546648621559143,0.44412440061569214,9.769539833068848,1611828878068
0.4273650050163269,0.4668693244457245,9.895236015319824,1611828878079
0.40462008118629456,0.46806642413139343,9.892841339111328,1611828878088
0.3292027413845062,0.44173020124435425,9.720458984375,1611828878098
0.4513070285320282,0.4944026470184326,9.9371337890625,1611828878109
0.5123591423034668,0.5171475410461426,10.007762908935547,1611828878118
0.3866635859012604,0.4692635238170624,9.768342971801758,1611828878129
0.3711012601852417,0.45010992884635925,9.72285270690918,1611828878138
0.333991140127182,0.4189853072166443,9.68813705444336,1611828878151
0.31124621629714966,0.4165911078453064,9.700108528137207,1611828878162
0.38905778527259827,0.44412440061569214,9.805453300476074,1611828878178
0.4644751250743866,0.48602294921875,9.976638793945312,1611828878187
0.3902548849582672,0.4489128291606903,9.829395294189453,1611828878197
0.43095630407333374,0.4644751250743866,9.913191795349121,1611828878207
0.41778820753097534,0.46806642413139343,9.914389610290527,1611828878217
0.45489832758903503,0.48243165016174316,9.953893661499023,1611828878227
0.48482584953308105,0.4991910457611084,9.980229377746582,1611828878237
0.4668693244457245,0.5003881454467773,9.982624053955078,1611828878247
0.5327098965644836,0.5291185975074768,10.093954086303711,1611828878257
0.5518634915351868,0.545877993106842,10.102334022521973,1611828878267
